headlines,word_count
nyalandu ajiuzulu ubunge aomba kuhamia chadema,6
hakirasilimali watoa neno viwanda,4
nbs yakanusha kupungua ajira serikali,5
matumizi harusi kenya kufuru,4
dc aongoza kuharibu mashine kubeti,5
waziri mkuu aagiza uchunguzi milioni ukarabati hospitali nachingwea,8
msiba mhariri wagonganisha vichwa vigogo,5
ruvu shooting yatamba kuisambaratisha yanga,5
kata kuchagua madiwani,3
lema awaonya watendaji tra kujigeuza polisi,6
daktari msongo husababisha kuzaa mtoto mlemavu akili,7
kata zajenga vituo zabaki mil,5
zungu ataka teknolojia kutibu tope sumu migodini,7
hapatoshi ligi mabingwa leo,4
shilole watoto wangu hawana mpango uimbaji,6
aliyelawiti wachezaji uganda awa huru,5
chombo kunusuru loliondo,3
mawakili chebukati aliboronga kusimamia uchaguzi,5
majaliwa akemea wazushi mauaji watoto,5
singida yatamba kupambana kujiokoa,4
madiwani chalinze wapata makamu mwenyekiti,5
idadi vifo corona yafikia,4
exim yachangia milioni ununuzi vitanda sekondari,6
wabunifu kunogesha tamasha mavazi,4
jpm ‘amtumbua’ katibu mkuu ofisi waziri mkuu,7
wenye kikosi kipana watatamba ligi ikirejea sabu zikiwa,8
askofu kilaini nzigirwa warudisha fedha escrow,6
simba vs yanga mwezi ujao,5
takukuru yawaonya matapeli wanayoichafua,4
marekani yakiri ndege kutunguliwa iran,5
samia ujenzi hospitali serengeti ukamilishwe,5
wabunge wapewa hotuba jpm sadc,5
rais magufuli aamuru kanuni mafao zamani irudi,7
meya ilala ajiuzulu,3
ramires aanza vizuri nchini china,5
taarifa njema mashabiki barcelona kuhusu griezmann,6
mayanga ataja stars mpya,4
daktari bingwa kuchanganya dawa kienyeji kisasa hatari,7
simba mtibwa kitaeleweka,3
mashabiki ukawa wahamishiwa muhimbili,4
yanga iyenaiyena,2
majaliwa makamu rais cuba wateta,5
tanesco yakutana wenye viwanda kanda,5
taboa yampongeza kamanda mpinga,4
kampuni kimataifa zaikimbilia bandari tanga,5
wauguzi saba jela kughushi vyeti,5
apongeza jeshi polisi majeshi ulinzi usalama,6
mtwara walivyojitokeza kusafisha bahari,4
mwalimu bora duniani akaribishwa ikulu,5
‘minziro’ kocha anayesakamwa mkosi kutimuliwa katikati mafanikio,7
klopp everton hawakuwa sababu kutufunga,5
bitchuka sikinde kutumbuiza msanii kesho,5
uteuzi kaseja kielelezo udhaifu soka letu,6
mtoto wiz khalifa aanza kuimba,5
vijana watano tarime washikiliwa tuhuma kumuua mwalimu wakionyesha ujasiri,9
rc mbeya achangamsha kituo mabasi nanenane,6
baby madaha nimeamua kutulia ndoa kiarabu,6
afande sele mpoto dyna watoa elimu misitu,7
chuoni yang’ara mbele kijichi,4
boko haram wateka nyara wasichana,5
wagonjwa akili waibiana nguo,4
ag kenya aliyewekewa vikwazo kuingia marekani afunguka,7
korea kusini yasema kim yuko salama kiafya,7
sport pesa yamwaga mamilioni simba,5
ofisa zamani un afungwa udhalilishaji watoto,6
ajipanga kumpa zawadi bata jpm,5
asilimia miti iliyopandwa lindi inaendelea kukua vizuri,7
dc kugombea jimbo tundu lissu,5
benki im yatia fora sabasaba,5
asas yatoa msaada vifaa kujikinga corona madereva bajaji iringa,9
majaliwa aionya msd,3
james comey trump hana sifa urais,6
safari atcl anga ulaya asia zanukia,6
hosteli bubu chanzo mimba utotoni,5
ooh robin van persie…miaka ijayo tutahitaji youtube kumwelezea rvp,9
nmb yatoa misaada sh milioni,5
bushoke dully sykes mr blue watoka angel,7
dk shein aipongeza benki maendeleo afrika,6
samatta afunguka shutuma stars,4
yanga hiyoo misri matumaini kibao,5
esrf mabadiliko kisera kukuza viwanda vidogo,6
tenga apewa ubalozi heshima tff,5
honeymoon aeleza siri tuzo ziff,5
benki im yatia fora sabasaba,5
tamasha pasaka lafagiliwa,3
ambokile zahera amri wang’ara ligi kuu,6
tapeli amuomba rushwa ngono daktari mkoa,6
kibadeni aweka ngao jkt ruvu,5
magufuli ashukuru china kusaidia jwtz,5
viongozi wafanyabiashara drc watinga nchini,5
mapato yaongezeka sekta utalii,4
amunike akuna kichwa kuiua lesotho,5
cda yasaka makali polisi,4
msongo mawazo chanzo ukosefu nguvu kiume,6
ccm yapongezwa kutimiza miaka,4
trump ammwagia sifa kanye west,5
jay z kujiondoa instagram,4
‘ustaa tiba dawa kulevya lazima tutafeli’,6
kocha apr ajigamba kagame,4
benki im yatia fora sabasaba,5
yanga yamtupia virago kaseja,4
simba yachanja mbuga,3
watoto wenye ulemavu waomba msaada baiskeli,6
aliyefukuzwa kazi kufoji cheti afoji barua kufanya kazi miaka nane,10
serikali iondoe usumbufu mchanga askofu,5
jk atoa msisitizo viwanda sadc,5
mbio wazi arusha desemba,4
ufaransa waiondoa brazil kombe dunia,5
wanne wafariki wakichimba dhahabu chunya,5
marekani yaonywa kuhusu mpango kuongeza ushuru,6
makonda msijifungie kuogopa corona,4
ligi kuacha vilio vicheko,4
rc ataka wakandarasi waache tamaa,5
mradi mwendokasi gongo mboto waiva,5
wataka serikali iwatafutie soko shayiri,5
mwakyembe awaalika wajasiriamali lindi tamasha a mashariki,7
‘likizo uzazi wanaume kunywa pombe’,5
msanii jaydee ninawashangaa wanaosema ninakupenda lakina sina uwezo,8
mabalozi waikubali dawa kuua mazalia mbu,6
maofisa ardhi watatu watumbuliwa kigoma,5
ziwa victoria kuiingizia mabilioni fedha,5
uvamizi ofisi wakili manji waibua hofu,6
olunga awapagawisha sweden,3
tanesco yapongeza serikali kulinda vyanzo maji,6
cbctc chuo pekee utoaji mafunzo uhifadhi maliasili jamii,8
kavumbagu morris waanza mazoezi rasmi,5
tarimba aimiminia pongezi yanga ‘boxer’,5
pluijm aihofia jkt,3
wagonjwa tisa saratani wawekewa vifaa maaalum,6
serikali kusaka fursa ajira lugha kichina,6
timu kiba kimeo samatta,4
wanaoishi mazingira hatarishi kusaidiwa,4
kitime akosoa muziki christian bella,5
shonza kunogesha mbio mererani,4
kimwaga ataka kuisaidia simba,4
matumizi tiketi elektroniki yaiva,4
amunike atoa moyoni,3
simba kujenga kikosi imara msimu ujao,6
adi watanzania kucheza soka england inawezekana,6
jay z kudumisha ndoa mambo mengi,6
mbunge ‘akoshwa’ utashi magufuli,4
pluijm hatutarajii kushuka kileleni,4
serikali fursa kuwavutia wawekezaji nje zipo,6
prodyuza going bongo kuchukua wasanii bongo,6
rage kilomoni yupo sahihi,4
ruvu shooting yainyuka yanga,4
bangi yaruhusiwa canada,3
nape kupeleka ligi kuu dodoma,5
yauza mahindi bil wfp,4
viongozi afrika wakubaliana kupunguza utegemezi,5
maofisa mifugo watendaji kata ‘watafuna’ milioni,6
‘bunge halina meno’ yamkera spika ndugai,6
zitto kabwe ahukumiwa kifungo nje mwaka,6
wasaudi washtakiwa mauaji kashogi,4
fangasi inayoua asilimia mbu yagunduliwa,5
zfa yaunda kamati tano,4
yanga azam heshima fa,4
chf kuandikisha milioni tisa dar,5
samatta kuikosa champions league leo usiku,6
mahakama mafisadi yamfunga maisha aliyekutwa kokeni,6
barrow kurudi gambia rasmi leo,5
wanaotaka kulima pamba sikonge wavute subira,6
mafunzo yachapwa nyumbani,3
majaliwa avunja bodi wetcu viongozi mbaroni,6
wabunge wawili wajivua uanachama cuf,5
brela yarahisisha usajili biashara,4
serikali yaeleza inavyotumia fedha mikopo,5
jokate afunguka ujio ramsey nouah,5
tetesi soka ulaya jumapili,4
diamond percent akihitaji kusaidiwa nitamsaidia,5
wakulima wanufaika mbegu kisasa,4
yaongoza kilimo maharage eac,4
malkia tembo atiwa hatiani,4
mifugo yachangia pato taifa,4
hakimu kizimbani rushwa,3
mwanapombe awabariki aslay nandy,4
serikali yatambua mchango epza,4
lulu aibuka kesi kanumba,4
harmonize ahusishwa kuondoka wcb ushahidi,5
usajili aitel rising stars kuanza kesho,6
hali hatari yatangazwa sri lanka,5
federer nje uwanja mwezi,4
tadb yatangaza neema kilimo mahindi,5
kiwango uchangiaji damu chaongezeka,4
vitongoji pwani kupata umeme karibuni,5
vigogo nssf waachishwa kazi,4
mpango matokeo makubwa wavunjwa,4
lugola ataka magereza ijitosheleza chakula,5
wanafunzi wachaguliwa kidato tano,4
ahueni corona wagonjwa wapona,4
defoe kumuenzi bradley lowery,4
upande mashtaka kesi wema sepetu kuanza kusikilizwa machi,8
kocha simba arejea matumaini kibao,5
alicia keys ambeba dj kenya,5
picha kutana mrembo ‘daktari’ mpya aliyempoka jux vanessa mdee,9
pluijm aitolea macho simba,4
nmb yatoa misaada sh milioni,5
kili kuendeleza ubabe leo,4
aga khan kuwasili nchini kesho,5
bagamoyo jiji viwanda biashara,4
wanawake kizimbani kujiuza,3
vodacom yaongeza uuzaji hisa,4
mr flavour diamond apata mtoto,5
mabasi kuondoka alfajiri,3
benki kuu yatoa riba ndogo,5
lugola aondoka vigogo polisi nkasi,5
cbe yahimizwa kuigeukia jamii,4
polisi tanga yampiga ‘stop’mtatiro,4
dunia yaendelea kupoteza viumbe hai adimu,6
taasisi zapambana mimba utotoni,4
mo simba kuliko mtu naomba wanasimba tuwe wapole,8
waziri mkuu aagiza umeme uhakika kisarawe ii,7
ligi daraja kwanza wanawake yaiva,5
mastaa waungana kupinga utumwa libya,5
nmb yatoa misaada sh milioni,5
mfumuko bei taifa wabaki asilimia,5
kupanda sukari kwamzuia kutoa ushahidi mahakamani,6
munir sevilla ampigia saluti bocco kagere,6
acacia wajiandaa kufunga mgodi,4
shahidi waliodaiwa kufa wapo hai,5
serikali haitabinafsisha karafuu dk shein,5
kijana akiri kumchoma kisu mwanafunzi chuo kikuu,7
kriketi waahidi kufanya kweli,4
lugha chafu wauguzi yakera wananchi,5
gadiel yametimia,2
bobi wine rais museveni mbaya kuliko idi amin,8
kocha serengeti ataja kilichowaponza,4
ujirani mwema unavyosaidia kumaliza ujangili serengeti,6
wakenya wamshinikiza naibu rais william ruto kujiuzulu upesi uhondo kamili,10
simba sc mikononi mwa kagera sugar,6
serikali yatoa msimamo ripoti imf,5
bahari maziwa hutumika vyoo kudumu afrika –,7
dawa kupunguza hiv yatoa matumaini,5
simba karata nyingine leo,4
rc shigela aipongeza tra kuendesha kampeni elimu mlipakodi,8
yanga toto mechi maumivu taifa,5
kupiga picha rambo mil,4
mshauri trump ashinikizwa kujiuzulu,4
mwambusi afagilia usajili kessy,4
wakulima wanufaika mbegu kisasa,4
jpm tutembee kifuambele,3
rais guinea bissau amwaga fedha wachezaji,6
lugola akemea polisi kusindikiza mirungi,5
prof kabudi ateta mabalozi wateule algeria,6
iran yaitaka marekani iondoe vikwazo mazungumzo,6
ded wenzake mbaroni mauaji kanisani,5
mrisho ngassa njia nyeupe kurejea yanga,6
mbunge chadema kuwasilisha hoja binafsi ukatili jinsia,7
waandishi habari waombwa kutangaza utalii,5
jamii yahimizwa kumsaidia majukumu kazi mama anayenyonyesha kuepusha utapiamlo watoto,10
tulichonacho almasi tusidanganyike walioshindwa kuungana,5
bombardier iliyokuwa imeshikiliwa canada kuwasili leo,6
irene uwoya nitayaanika maisha karibuni,5
filamu kuonyeshwa tamasha marekani,4
mez b kuzikwa dodoma leo,5
kiungo mkenya aahidi raha simba,5
wamiliki mitandao jamii waonywa,4
wakulima wanufaika mbegu kisasa,4
﻿mwanamuziki rwanda asitisha ziara burundi,5
twiga stars yabanwa nyumbani congo,5
muziki dansi unamuenzi vipi mwalimu nyerere,6
ben pol sitauchora ‘tattoo’ mwili wangu kamwe,7
marehemu ahukumiwa jela miaka mitano,5
kenyatta amtumia jpm ujumbe akisikitishwa kauli jaguar,7
klopp ampigia debe van dijk uchezaji bora,7
wafugaji waaswa kufuga kisasa,4
mashamba mohamed enterprises yatwaliwa,4
msanii steve nyerere atangaza kugombea ubunge iringa mjini,8
kayumba bss aja kivingine,4
azam tv kuonesha mubashara ndondo cup,6
diamondmbosso wanyakua tuzo uganda,4
mganga auawa akijaribu kumbaka mteja,5
oliseh aahidi kuiimarisha nigeria,4
wazee eac waibukia mahakama afrika,5
ndanda wakomaa pilau ubingwa yanga,5
tetesi soka ulaya jumanne,4
kimbunga kenneth hatari,3
ndoa lionel messi yafunika mastaa,5
harry kane auaga ukapela,4
rwanda kufanya uchaguzi rais agosti,5
tic dar imejaa pwani itumike uwekezaji,6
‘mazingira uwekezaji rafiki’,3
makocha waeleza ugumu ligi,4
msd yasaını mkataba sadc,4
waziri aridhishwa utendaji tarura kata chamwino,6
aliyemtoa rose muhando ageukia bongo fleva,6
bosi magereza aibua maswali,4
tpdc yatumia milioni shughuli maendeleo,5
olimpiki ilivyopunguza msisimko tour de france,6
kisutu kutoa uamuzi mkanda video,5
kwaya gethsemane watoa msaada wagonjwa fistula ccbrt,7
magufuli atumia sh trilioni,4
cuf mtwara wamchongea polisi maalim seif,6
wanafunzi wachangia damu majeruhi ajali moto,6
wakala misutu watoa onyo wauza mkaa,6
akothee ampa zawadi gari binti,5
kenya zafunga virago michuano afcon,5
rc arusha awatega kiongozi,4
keri hilson kupagawisha kenya,4
miili iliyohifadhiwa kaburini karne yagunduliwa misri,6
machinga dodoma kupangwa,3
wapigwe hao etoile,3
wema ampaisha ali kiba,4
waomba wasaidiwe umeme rea,4
magufuli amtuma makonda kuwatia moyo wachezaji taifa stars misri,9
magufuli watuhumiwa uhujumu uchumi kuweni makini mnaowasikiliza,7
sheria yaanza kubana wazidisha uzito eac,6
serikali rais zuma yazidi kubanwa,5
watoto huzaliwa midomo sungura nchini mwaka,6
fainali ligi wanawake hatoki mtu,5
yapaa nafasi fifa,3
man city wamuhofia mahrez ngao jamii,6
tra yahimiza ulipaji kodi majengo,5
ukarabati sekondari kibaha wamchefua naibu waziri,6
diamond platinumz apanga kuwasaidi madj walioathiriwa corona,7
serengeti boys yaihenyesha mali,4
buriani mbunge mwamuzi kimataifa,4
yanga kamili kuwafuata cercle,4
magufuli atia mguu kero wasanii,5
cardi b bado yupo matatani,5
geita kuikatia rufaa tff,4
utata waibuka kuhusu kubusu pete papa,6
mwingine adondoka mitatu kmc,4
‘marufuku ufuta kuuzwa walanguzi’,4
zitto apata pigo,3
tetesi soka dirisha usajili,4
mabadiliko sheria uvuvi yaja,4
popadic atamba kushinda mechi zote,5
bil kukarabati jengo maajabu,4
riyama milioni nne hapana,4
‘raila kupeperusha bendera upinzani’,4
maelfu wamiminika maandamano,3
cuba kuendeleza ushirikiano uzalishaji miwa nchini,6
lahm anogewa guardiola,3
yaahidi umoja mataifa uchaguzi huru,5
ubora video shetta kufika kimataifa,5
whatsapp yapunguza uwezo kusambaza ujumbe,5
mapokezi kumrudisha ciara afrika,4
mwana fa ampa dili nikki pili agusia video rosa ree,10
waziri mkuu australia aunga mkono ushoga,6
jaffo waliotafuna mil wachukuliwe hatua,5
waliotoa zawadi hewa tabora kukiona,5
mwakyembe awaita watanzania kuhudhuria jamafest,5
messi afurahia mtoto kuiua atletico,5
maiti inayogombewa yawasili dar maziko,5
﻿watoto wanaozaliwa wakipungua wazee waongezeka,5
nikki bella john cena warudiana,5
‘hali vyombo nchini habari mbaya’,5
trump milima golan inamilikiwa israel syria,6
rc ashukuru tic kuwezesha uwekezaji pwani,6
mganga mkuu dar ataka wananchi wasibweteke mapambano corona,8
magufuli amtaka mo dewji kujali maslahi wafanyakazi,7
simba kuwafuata tp mazembe leo,5
seduce me kiba kuitetemesha arusha,5
aliyechana quran asimamishwa kazi,4
waziri uganda akunwa mwendokasi dar,5
maelfu wafurika kumuaga muhammad ali,5
kiama mitumba friji tv wiki tatu zijazo,7
adadi awafunda wabunge kuvaa kula,5
antonio nugaz asema yanga ipo tayari matokeo yoyote mnyama hachomoki,10
sirro abebeshwa zigo ben saanane,5
afdb yanogesha juhudi maji raia,5
mauaji jamal khashoggi uturuki yaanzisha kesi dhidi raia saudia kuhudhuria,10
mhudumu aanguka ndege uganda,4
simba vs yanga leo dakika kumaliza tambo,7
sheree adai will smith shoga,5
mashabiki moro dar waanza kubeti shoo madansa,7
marekani kuamua ushuru bidhaa chuma eu,6
dc jerry muro kuwanyoosha mafataki,5
kompyuta zaibwa halmashauri hai,4
jitihada rais zaongeza ari kulipa kodi mkoani tanga,8
watoto sita wapelekwa israel kutibiwa moyo,6
mambosasa atia neno sakata mo dewji,6
wanaofuta messi ronaldo ballon dor,5
haki ikiongezeka itapanda uchumi,4
china urusi kuimarisha uhusiano kisiasa,5
watatu yanga azam wauzika nje,5
bodi mikopo yakusanya bil wanufaika,5
simu intaneti kasi zaingia mtaani,5
dk bashiru aonya soko kura ccm,6
kenyatta asema hatokubali kufanyakazi wanaopinga ajenda serikalini,7
who kifua kikuu ugonjwa hatari duniani,6
idadi watalii china kuongezeka nchini,5
wapangaji aicc wakwepa kulipa kodi,5
waziri waajiri chanzo migogoro wafanyakazi,5
simba yasaka kocha serbia sweden,5
mwanri aikaribisha dunia tabora,4
samatta amuibua kocha maximo,4
kivutio utalii afrika,3
wanasiasa nchini waonywa kuhusu shilingi,5
nec yataka vyama siasa vifuate sheria uchaguzi,7
tatizo maji kumalizika mwakani,4
wafanyabiashara dawa kulevya wapewa onyo,5
maombolezo kitaifa mwisho leo,4
chris brown agombea mtoto raia brazil,6
waliokiri kutakatisha fedha waingiza sh bilioni,6
yanga bado pointi,3
baba mayweather amuonya mcgregor,4
icu mpya kupunguza vifo muhimbili,5
hatimaye sugu apata dhamana,4
jitihada rais zaongeza ari kulipa kodi mkoani tanga,8
upelelezi kesi kubaka wanafunzi wakamilika,5
pluijm alia ratiba ligi kuu,5
man city hatarini kufungiwa kusajili,5
yanga yaiangukia simba,3
marekani yapandishwa kizimbani,3
k’njaro kigoma arusha mkiani uandikishaji,5
ccm yapita kupingwa mikoa,4
ajikata koromeo kumchoma visu mkewe,5
kenya kuanza kuuza mafuta nje,5
kourtney kardashian atamani ujauzito,4
profmruma kamati makinikia ateuliwa,4
sadc yaridhishwa demokrasia utawala bora,5
utaratibu urejeshaji ndege waanza,4
benki dunia yaipongeza matumizi fedha,5
ajira hatarishi zenye mshahara mnono nchini uingereza,7
mayanja hatua mbili mbele ubingwa,5
profile mabingwa kikapu mwanza,4
tra yakusanya trilioni,3
mbowe maalim seif wataka jpm awatimue waliosababisha ajali,8
eac yazindua kampeni kujengea uwezo vijana,6
mwendokasi kutumia gesi asilia,4
vanessa atoa ahadi mashabiki,4
ngoma ambeza maguri,3
hofu yatanda mwandishi aliyetoweka uturuki,5
diamond afanya kufuru maulid dada,5
nick gordon amkumbuka kristina,4
vitisho trump kinyume maadili marekani,5
mradi mchuchuma liganga bado kizungumkuti,5
mahiga afafanua sheria mirathi,4
gwiji habari azikwa kijijini kwao,5
vitambulisho kudhibiti uhalifu zanzibar,4
jkt ruvu kambini kuinolea makali sports,6
benki im yatia fora sabasaba,5
tpa ziwa tanganyika lango uchumi,5
wanavijiji wataka wanasiasa kutekeleza waliyoyaahidi,5
ndivyo wiki mwananchi yanga ilivyohitimishwa,5
meya dar aondoa shauri alilofungua mahakamani,6
jpm atangaza maamuzi magumu,4
yanga bana imedroo polisi yaibana mbavu wananchi tambo kwishinei,9
kayala akamilisha albamu pili,4
lukuvi azindua mradi safari city arusha,6
serikali yataifisha tani pamba bariadi,5
wayne rooney apanga kocha,4
makakala wanaohifadhi wahamiaji haramu kukiona,5
wasanii mama ongea mwanao ‘wamkaanga’ wema,6
tume kuchunguza ajali meli mafuta,5
timu dharura kukabili corona yafundwa,5
jose chameleone apata pigo afiwa ak,6
marufuku kuwaambia wanafunzi wamependeza salma kikwete,6
mbunge ushetu akerwa vitendo uhalifu jimboni kwake,7
‘tumieni mbinu bora kufundisha kiswahili’,5
dimpoz kutambulisha mpya marekani,4
ahukumiwa kifungo maisha kubaka mwanafunzi,5
ashanti yazidi kung’ara daraja kwanza,5
rais kiir ajitosa kupatanisha sudan,5
serikali kujenga viwanda chuma makaa mawe,6
waomba nafasi leseni utafutaji mafuta,5
trafiki pwani wakusanya mil barabarani,5
wema sepetu kupamba miss iringa leo,6
balozi lusinde awapa darasa bodaboda,5
ujerumani yagundua akaunti bandia wachina,5
tetesi soka ulaya jumamosi,4
mashine bvr zakwamisha uandikishaji,4
mbunge serikali itoe kauli homa dengue,6
kiwango uzazi china chaporomoka,4
wauawa ajali ndege moscow,4
farouk shikalo ally sonso rasmi mali yanga,7
waziri mkuu apiga marufuku vikundi ulinzi kampeni,7
pastor myamba ageukia uchungaji ameacha filamu,6
kenyatta wameuwawa shambulizi,3
ashanti yaibugiza kimondo,3
trump putin kukutana pili,4
pasaka ituondolee hofu utekaji nyara,5
chadema yadai wanaoihama wanaiimarisha,4
majaliwa aridhishwa maendeleo ujenzi mradi kinyerezi ii,7
uvccm wamvaa kingunge,3
mfumko bei wafikia asilimia,4
sekta utalii yakuza pato zanzibar,5
mzee upako matatani dar,4
gnako akimbia kambi ukapera,4
vigogo halotel waendelea kusota rumande miezi mitatu,7
madaraka nyerere ataka vifaa nishati kufutiwa kodi,7
mkutano sadc heshima nyerere,4
serengeti yaanza vizuri,3
wafanyabiashara wapatiwa elimu kodi ilala,5
filamu zetu zinapotushawishi ‘tunywe maji mengi’,6
jpm akoleza moto dawa kulevya,5
washiriki michezo kubahatisha,3
kiungo mkata umeme sudan atua simba,6
suma jkt yatakiwa kukamilisha ujenzi jengo uhamiaji,7
waziri aagiza waganga tiba asili kupeleka wenye tb hospitali,9
pinda azipa somo halmashauri nchini,5
the rock vin diesel kumaliza tofauti zao,7
harmonize mavoko mambo,3
waandamana kupinga bunge kuahirishwa,4
shirika forodha duniani lasaidia wafanyabiashara,5
diamond harmonize dj ommy wanyakua tuzo afrimma,7
duka simu lazinduliwa kariakoo,4
atrc yagundua dawa mpya kuua mbu,6
kasi kutoa mizigo bandarini kuongezeka,5
idris sultan wazazi wamegundua kukwepa gharama zawadi harusi kutoa kitabu dini,11
manara aibuka kipigo mtibwa,4
ripoti maalumu changamoto mwanamke nchini india,6
rc shigela aipongeza tra kuendesha kampeni elimu mlipakodi,8
usajili laini simu pasua kichwa,5
vyoo bora tatizo karatu,4
nani kutinga fainali ligi mabingwa ulaya wiki,7
zidane ronaldo ramos wamemaliza tofauti zao,6
asilimia watanzania matatizo akili – waziri,6
tadb kusisimua maendeleo sekta kilimo,5
msami tekno hana maringo,4
kmkm jku zafungua pazia ligi,5
kmkm kuongeza silaha kagame cup,5
muhimbili moi muhas wachukua tahadhari dhidi corona,7
maseneta jubilee wawasihi wapinzani wasiandamane kenya,6
nec ccm kufanyika leo dar,5
majaliwa akagua eneo ujenzi nyumba magereza,6
wakulima waomba mikopo matrekta,4
kanye west kumzawadia mwanaye wimbo,5
tetesi soka ulaya jumatatu,4
yanga azam kivumbi jasho mapinduzi,5
vigogo ‘wambipu’ jpm sakata korosho,5
familia viongozi kuchagua pa kuzika,5
maguri awatisha nyota kigeni,4
wenye viwanda sukari warejeshewa uagizaji,5
yajue mataifa ghali yatakayo onyeshana kazi urusi,7
trump kuiondoa marekani mkataba tabia nchi,6
ney mitego kivingine juni,4
ripoti maalumu mapato yaporomoka matumizi,5
igp sirro tumeimalisha ulinzi nchi nzima,6
mbowe amfungulia kesi mkuu wilaya hai,6
amunike atamba kutinga raundi pili,5
izo business sioni umuhimu kujihusisha siasa,6
lukuvi wadaiwa sugu tutawafungia ofisi kuziuza mlipe madeni,8
bahati,1
yanga yachanja mbuga,3
dawa kupunguza makali vvu zaboreshwa ulaya amerika,7
polisi atuhumiwa kumjaza mimba mwanafunzi,5
‘hakuna vikwazo wakimbizi kurudi kwao’,5
polisi kuburuzwa kortini kuomba rushwa kikongwe miaka,7
izzo bizness dawa kulevya zimewashusha wasanii,6
maonesho utalii kufanyika kanda ziwa kigoma,6
lechantre awapa tuzo wachezaji,4
inawezekana kuitambua dawa bandia kirahisi,5
wakutana kuzungumzia uhifadhi pori selous,5
ujue ugonjwa homa ini,4
tra wataja sababu kutofikia malengo,5
‘kukosa hamu tendo ndoa dalili saratani tezidume’ daktari,8
mastaa waliofuata vipaji wapenzi,4
iran yakiri kudungua ndege ukraine kimakosa,6
viongozi wataka uamuzi mgumu uchukuliwe kusimamia rasilimali,7
uvccm wawaasa viongozi ‘wadokozi’,4
chelsea yataja mchezaji wanaotarajia kumuuza kumsaini nyota ujerumani,8
wema sepetu ataka mashabiki waheshimiwe,5
mashabiki wamuomba mama dangote kumpatanisha tanasha mondi ataweza,8
wagundulika kuambukizwa magonjwa,3
pluijm aomba kazi yanga,4
mkapa aeleza alivyoumia mabadiliko uchaguzi,5
chavita yaomba wakalimani vyombo habari,5
mbaroni kukutwa magogo sh milioni,5
benki im yatia fora sabasaba,5
maofisa wizara kilimo mbaroni rushwa,5
mkwasa aipigia saluti jkt,4
yanga azam kamili mapinduzi,4
hashim kambi alia ukata soko filamu,6
maskini aveva……,2
yanga mtibwa hapatoshi,3
bongo fleva wakacha tamasha sanaa bagamoyo,6
serikali yatoa mwongozo watakaokutwa plastiki,5
huyu ndiye ‘mhalifu’ aliyempa ushindi trump,6
yanga kusajili kimataifa,3
flora mbasha nipo tayari kurudiana mume wangu,7
tatu ngumu makonda,3
mke ruto awaombea wasiozaa,4
chakula vipodozi kuondolewa tfda,4
imf yaionya kenya kuhusu deni,5
namungo yatinga nusu finali asfa,5
roma mkatolikitumepigwakuteswa,2
waziri kamwelwe miili yaopolewa ziwa victoria,6
nundu apiga hesabu ubunge tanga mjini,6
serikali kutoa tamko jipya homa dengue leo,7
kambi twiga stars zanzibar yayeyuka,5
washiriki kuoneshana kazi kili marathon,5
ronaldo aumia akiichezea ureno,4
awakumbusha vijana dawa kulevya,4
mwigulu nchemba ajibiwa kauli maandamano,5
watanzania asilimia nane pekee bima afya,6
moshi mweupe mishahara mipya watumishi,5
kourtney akanusha mjamzito,3
lwandamina mtu mchezo mchezo,4
mpesa kutumika kulipa mishahara,4
mbao zaikwama simba,3
chipukizi yanga kuivaa azam,4
ombi lissu kuzuia mtaturu kuapishwa kusikilizwa agosti,7
madam rita ajivunia miaka bss msimu mpya kuanza septemba,9
simba sc tp mazembe vita washambuliaji,6
kutumia ubunifu teknolojia,3
khan atamba kumchapa canelo,4
ujenzi barabara tanga – pangani kuanza karibuni,7
nigeria wapania kutwaa ubingwa chan,5
bobby brown amkumbuka bintiye bobbi kristina,6
mashabiki wakata tamaa mbeya city,5
lulu nataka wazee kimaendeleo,4
rais ramaphosa morogoro,3
katiba taff kupatikana,3
tanzanite one tupo tayari kupitia mkataba upya,7
mzani umebalansi hakuna mbabe,4
twiga stars ivory coast mtihani,5
wimbo roma waibua maswali,4
jpm museveni wataka biashara kuimarishwa,5
makusanyo dawasa yapanda kufikia bil mwezi,6
kisonono chapata sugu dhidi dawa,5
majaliwa akaribisha wawekezaji vietnam,4
kisarawe yamaliza vikwazo kuanzisha viwanda,5
kanyasu alaani mauaji wahifadhi,4
yanga prisons kichapo kipo pale pale,6
ummy mwalimu akutana wadau afya kuijadili corona,7
tulicheza kiwango mkwasa,3
kocha stars aeleza moyoni,4
msele simwelewi ndugai,3
ded hadithi nchi itajua tuna,5
mwakyembe kuteta rt,3
waendesha bodaboda wazuiwa kuadhibu raia,5
kocha azam atamba kuisimamisha mtibwa,5
juma abdul yondani mambo ‘swaafi’ yanga,6
‘marufuku kujiunga ‘boarding’ kupimwa tb’,5
mgogoro askofu mokiwa wenzake wafika pabaya,6
un yakutana wazee kutokomeza mimba ukatili,6
davido jukwaa j cole nelly,5
ufalme messi ronaldo waanza kudondoka van dijk abeba mchezaji bora ulaya,11
mwigulu kuongoza dua maalumu,4
kalonzo raila atakuwa rais muhula,5
haki ikiongezeka itapanda uchumi,4
nyota ndogo atafuta ndugu,4
wanafunzi wakumbwa ugonjwa kuanguka,4
waziri toeni taarifa sahihi sahihi,5
nameless aingilia ugomvi octopizzo wahu,5
